student_id,major_category,year_of_study,pre_semester_gpa,weekly_genai_hours,primary_use_case,prompt_engineering_skill,tool_diversity,paid_subscription,traditional_study_hours,perceived_ai_dependency,institutional_policy,anxiety_level_during_exams,post_semester_gpa,skill_retention_score,burnout_risk_level,gpa_change,genai_hours_band,dependency_band,anxiety_band,total_study_hours,ai_to_traditional_study_ratio
109119,Medical,Sophomore,3.662,6.18,Summarizing_Reading,Advanced,3,No,4.12,1,Actively_Encouraged,4,3.703,76.83,Medium,0.041,>5–10,1–2 Low,3–4,10.3,1.5
109120,Arts,Senior,2.608,6.52,Copywriting/Drafting,Beginner,2,No,12.0,2,Actively_Encouraged,4,2.871,52.91,High,0.263,>5–10,1–2 Low,3–4,18.52,0.543
109121,Medical,Graduate,3.256,1.88,Summarizing_Reading,Intermediate,4,Yes,18.2,2,Actively_Encouraged,1,3.522,88.78,High,0.266,0–2,1–2 Low,1–2,20.08,0.103
109122,Humanities,Sophomore,3.129,16.7,Ideation,Advanced,4,Yes,13.86,4,Allowed_With_Citation,2,3.722,89.96,High,0.593,>10–20,3–4 Moderate,1–2,30.56,1.205
109123,Business,Senior,3.123,10.7,Ideation,Beginner,2,No,11.07,3,Strict_Ban,3,3.371,58.88,High,0.248,>10–20,3–4 Moderate,3–4,21.77,0.967
109124,Medical,Freshman,2.754,2.2,Ideation,Advanced,4,No,12.21,2,Allowed_With_Citation,5,2.958,55.36,Low,0.204,>2–5,1–2 Low,5–6,14.41,0.18
109125,Humanities,Senior,3.411,7.72,Debugging/Troubleshooting,Beginner,2,No,10.76,3,Strict_Ban,2,3.617,73.45,High,0.206,>5–10,3–4 Moderate,1–2,18.48,0.717
109126,Medical,Junior,3.707,3.18,Summarizing_Reading,Intermediate,5,No,14.23,3,Allowed_With_Citation,7,3.98,73.25,Low,0.273,>2–5,3–4 Moderate,7–8,17.41,0.223
109127,Humanities,Junior,3.517,0.64,Copywriting/Drafting,Intermediate,4,No,9.81,2,Strict_Ban,5,3.587,72.11,Medium,0.07,0–2,1–2 Low,5–6,10.45,0.065
109128,Business,Sophomore,3.58,12.61,Summarizing_Reading,Beginner,2,Yes,2.06,4,Allowed_With_Citation,5,3.514,58.98,Medium,-0.066,>10–20,3–4 Moderate,5–6,14.67,6.121
109129,Business,Graduate,3.215,5.73,Ideation,Advanced,5,No,16.84,3,Strict_Ban,3,3.768,75.86,Medium,0.553,>5–10,3–4 Moderate,3–4,22.57,0.34
109130,Medical,Freshman,3.454,20.58,Ideation,Beginner,1,Yes,10.14,4,Allowed_With_Citation,6,4.0,98.99,Medium,0.546,>20,3–4 Moderate,5–6,30.72,2.03
109131,STEM,Graduate,3.064,33.85,Summarizing_Reading,Advanced,3,No,5.21,8,Allowed_With_Citation,3,3.467,60.13,High,0.403,>20,7–8 High,3–4,39.06,6.497
109132,Business,Freshman,3.566,14.93,Direct_Answer_Generation,Intermediate,5,No,10.94,5,Actively_Encouraged,5,3.723,72.72,Low,0.157,>10–20,5–6 Elevated,5–6,25.87,1.365
109133,Business,Sophomore,3.406,2.4,Ideation,Intermediate,4,No,8.26,2,Strict_Ban,3,3.687,88.13,Low,0.281,>2–5,1–2 Low,3–4,10.66,0.291
109134,STEM,Junior,3.563,7.04,Debugging/Troubleshooting,Intermediate,2,Yes,10.82,3,Allowed_With_Citation,3,3.633,70.34,Medium,0.07,>5–10,3–4 Moderate,3–4,17.86,0.651
109135,Arts,Graduate,3.062,11.31,Direct_Answer_Generation,Beginner,1,Yes,15.64,3,Strict_Ban,2,3.211,74.79,High,0.149,>10–20,3–4 Moderate,1–2,26.95,0.723
109136,Business,Junior,3.619,3.06,Ideation,Advanced,3,No,14.91,4,Strict_Ban,3,3.895,88.25,Medium,0.276,>2–5,3–4 Moderate,3–4,17.97,0.205
109137,Business,Freshman,3.763,3.1,Direct_Answer_Generation,Advanced,3,Yes,14.06,2,Actively_Encouraged,3,3.924,97.44,Medium,0.161,>2–5,1–2 Low,3–4,17.16,0.22
109138,Humanities,Graduate,3.806,3.7,Copywriting/Drafting,Beginner,3,No,13.05,4,Actively_Encouraged,4,4.0,79.58,High,0.194,>2–5,3–4 Moderate,3–4,16.75,0.284
109139,Humanities,Junior,3.523,2.88,Ideation,Beginner,3,Yes,16.71,2,Actively_Encouraged,1,3.725,84.91,Low,0.202,>2–5,1–2 Low,1–2,19.59,0.172
109140,Business,Sophomore,3.619,7.52,Copywriting/Drafting,Intermediate,4,Yes,14.59,4,Strict_Ban,9,4.0,86.19,Low,0.381,>5–10,3–4 Moderate,9–10,22.11,0.515
109141,Humanities,Junior,3.042,10.87,Copywriting/Drafting,Intermediate,5,No,5.79,3,Allowed_With_Citation,9,3.266,75.86,Low,0.224,>10–20,3–4 Moderate,9–10,16.66,1.877
109142,STEM,Senior,3.754,24.24,Debugging/Troubleshooting,Advanced,5,Yes,1.0,6,Actively_Encouraged,4,4.0,92.99,High,0.246,>20,5–6 Elevated,3–4,25.24,24.24
109143,Medical,Senior,2.729,0.96,Direct_Answer_Generation,Intermediate,4,Yes,10.89,4,Allowed_With_Citation,8,2.741,58.82,Low,0.012,0–2,3–4 Moderate,7–8,11.85,0.088
109144,Business,Senior,3.278,7.03,Debugging/Troubleshooting,Advanced,3,No,14.8,3,Actively_Encouraged,4,3.93,77.22,Low,0.652,>5–10,3–4 Moderate,3–4,21.83,0.475
109145,Business,Graduate,2.275,27.81,Direct_Answer_Generation,Advanced,5,Yes,11.82,8,Allowed_With_Citation,3,2.327,55.1,High,0.052,>20,7–8 High,3–4,39.63,2.353
109146,Humanities,Senior,2.529,6.71,Summarizing_Reading,Advanced,3,No,18.38,5,Allowed_With_Citation,2,2.835,79.39,High,0.306,>5–10,5–6 Elevated,1–2,25.09,0.365
109147,Humanities,Junior,3.635,0.73,Debugging/Troubleshooting,Beginner,2,No,11.05,3,Strict_Ban,2,3.664,82.31,Low,0.029,0–2,3–4 Moderate,1–2,11.78,0.066
109148,Humanities,Freshman,3.365,7.0,Summarizing_Reading,Beginner,2,No,6.51,1,Actively_Encouraged,5,3.259,50.81,Low,-0.106,>5–10,1–2 Low,5–6,13.51,1.075
109149,Humanities,Senior,2.808,9.84,Direct_Answer_Generation,Intermediate,2,Yes,5.81,4,Actively_Encouraged,5,3.147,67.8,High,0.339,>5–10,3–4 Moderate,5–6,15.65,1.694
109150,Business,Graduate,3.429,12.21,Direct_Answer_Generation,Intermediate,2,No,9.9,2,Allowed_With_Citation,4,3.429,86.24,Medium,0.0,>10–20,1–2 Low,3–4,22.11,1.233
109151,Business,Sophomore,2.75,8.6,Ideation,Intermediate,4,Yes,10.56,2,Actively_Encouraged,3,3.067,71.41,Low,0.317,>5–10,1–2 Low,3–4,19.16,0.814
109152,Humanities,Junior,2.934,3.7,Copywriting/Drafting,Advanced,4,Yes,4.47,1,Allowed_With_Citation,4,3.299,70.29,Medium,0.365,>2–5,1–2 Low,3–4,8.17,0.828
109153,STEM,Senior,2.994,15.87,Debugging/Troubleshooting,Intermediate,2,Yes,15.67,4,Allowed_With_Citation,2,3.212,78.72,High,0.218,>10–20,3–4 Moderate,1–2,31.54,1.013
109154,Humanities,Junior,2.961,11.7,Debugging/Troubleshooting,Advanced,5,Yes,5.31,5,Allowed_With_Citation,6,3.245,65.2,Medium,0.284,>10–20,5–6 Elevated,5–6,17.01,2.203
109155,STEM,Graduate,2.734,35.25,Debugging/Troubleshooting,Intermediate,2,Yes,2.78,6,Strict_Ban,8,3.094,57.24,High,0.36,>20,5–6 Elevated,7–8,38.03,12.68
109156,STEM,Junior,3.406,8.73,Direct_Answer_Generation,Beginner,1,No,8.0,4,Strict_Ban,6,3.68,57.95,Low,0.274,>5–10,3–4 Moderate,5–6,16.73,1.091
109157,Medical,Junior,3.804,9.34,Summarizing_Reading,Beginner,1,Yes,18.92,6,Strict_Ban,6,4.0,74.44,High,0.196,>5–10,5–6 Elevated,5–6,28.26,0.494
109158,Business,Freshman,3.081,8.85,Ideation,Intermediate,2,Yes,14.78,4,Actively_Encouraged,4,3.218,68.36,Low,0.137,>5–10,3–4 Moderate,3–4,23.63,0.599
109159,Business,Graduate,3.578,20.94,Summarizing_Reading,Beginner,3,Yes,2.05,3,Actively_Encouraged,1,3.571,81.14,High,-0.007,>20,3–4 Moderate,1–2,22.99,10.215
109160,Humanities,Sophomore,3.009,1.76,Copywriting/Drafting,Beginner,2,No,8.59,4,Allowed_With_Citation,5,3.194,83.28,Medium,0.185,0–2,3–4 Moderate,5–6,10.35,0.205
109161,Medical,Graduate,2.804,11.64,Direct_Answer_Generation,Advanced,5,No,11.11,6,Strict_Ban,3,3.021,96.07,High,0.217,>10–20,5–6 Elevated,3–4,22.75,1.048
109162,Business,Freshman,3.741,5.51,Summarizing_Reading,Advanced,3,No,16.7,4,Strict_Ban,3,4.0,83.31,Low,0.259,>5–10,3–4 Moderate,3–4,22.21,0.33
109163,Arts,Sophomore,3.152,12.02,Summarizing_Reading,Advanced,5,No,1.35,3,Strict_Ban,5,3.117,51.77,High,-0.035,>10–20,3–4 Moderate,5–6,13.37,8.904
109164,Humanities,Junior,3.281,8.14,Copywriting/Drafting,Intermediate,1,Yes,8.84,3,Strict_Ban,8,3.276,73.55,High,-0.005,>5–10,3–4 Moderate,7–8,16.98,0.921
109165,Medical,Senior,3.453,4.55,Summarizing_Reading,Intermediate,4,Yes,19.05,2,Allowed_With_Citation,2,3.59,76.62,Medium,0.137,>2–5,1–2 Low,1–2,23.6,0.239
109166,Arts,Junior,3.248,10.33,Copywriting/Drafting,Beginner,3,Yes,16.01,1,Actively_Encouraged,3,3.451,79.6,High,0.203,>10–20,1–2 Low,3–4,26.34,0.645
109167,Arts,Sophomore,3.099,0.53,Ideation,Advanced,3,Yes,8.33,1,Allowed_With_Citation,1,3.457,87.88,Low,0.358,0–2,1–2 Low,1–2,8.86,0.064
109168,STEM,Junior,3.484,29.02,Copywriting/Drafting,Beginner,1,Yes,6.43,8,Actively_Encouraged,7,3.803,55.98,High,0.319,>20,7–8 High,7–8,35.45,4.513
109169,STEM,Graduate,3.772,2.02,Copywriting/Drafting,Advanced,4,Yes,1.0,1,Allowed_With_Citation,2,3.706,77.54,Medium,-0.066,>2–5,1–2 Low,1–2,3.02,2.02
109170,STEM,Graduate,2.674,26.85,Ideation,Advanced,4,No,11.23,6,Allowed_With_Citation,7,2.893,85.57,High,0.219,>20,5–6 Elevated,7–8,38.08,2.391
109171,STEM,Sophomore,3.283,1.81,Debugging/Troubleshooting,Advanced,4,No,18.3,2,Strict_Ban,2,4.0,74.88,Medium,0.717,0–2,1–2 Low,1–2,20.11,0.099
109172,Arts,Senior,3.645,3.0,Copywriting/Drafting,Intermediate,1,No,2.85,4,Allowed_With_Citation,1,3.915,80.89,Medium,0.27,>2–5,3–4 Moderate,1–2,5.85,1.053
109173,STEM,Senior,3.487,2.54,Ideation,Intermediate,2,No,6.97,5,Allowed_With_Citation,6,3.706,95.12,Medium,0.219,>2–5,5–6 Elevated,5–6,9.51,0.364
109174,STEM,Senior,3.388,4.67,Summarizing_Reading,Beginner,3,No,8.22,4,Actively_Encouraged,2,3.445,67.66,Medium,0.057,>2–5,3–4 Moderate,1–2,12.89,0.568
109175,STEM,Freshman,2.747,40.0,Summarizing_Reading,Intermediate,3,Yes,8.87,10,Strict_Ban,10,2.72,69.86,High,-0.027,>20,9–10 Very High,9–10,48.87,4.51
109176,STEM,Junior,2.519,15.76,Debugging/Troubleshooting,Beginner,2,Yes,8.15,7,Strict_Ban,9,2.622,60.39,High,0.103,>10–20,7–8 High,9–10,23.91,1.934
109177,STEM,Senior,3.381,26.4,Ideation,Beginner,3,Yes,10.1,6,Strict_Ban,10,3.594,67.59,High,0.213,>20,5–6 Elevated,9–10,36.5,2.614
109178,Arts,Freshman,3.677,9.07,Direct_Answer_Generation,Advanced,4,No,9.54,5,Allowed_With_Citation,7,4.0,86.14,Medium,0.323,>5–10,5–6 Elevated,7–8,18.61,0.951
109179,Business,Sophomore,3.208,4.79,Summarizing_Reading,Intermediate,3,Yes,11.75,3,Allowed_With_Citation,2,3.319,76.96,Low,0.111,>2–5,3–4 Moderate,1–2,16.54,0.408
109180,STEM,Freshman,2.503,4.01,Copywriting/Drafting,Intermediate,2,No,12.73,3,Strict_Ban,2,2.583,65.49,Medium,0.08,>2–5,3–4 Moderate,1–2,16.74,0.315
109181,Humanities,Graduate,3.494,1.67,Direct_Answer_Generation,Beginner,2,No,17.89,5,Strict_Ban,5,3.637,69.68,High,0.143,0–2,5–6 Elevated,5–6,19.56,0.093
109182,Humanities,Graduate,2.24,7.69,Copywriting/Drafting,Intermediate,3,Yes,5.25,1,Strict_Ban,2,2.534,66.33,High,0.294,>5–10,1–2 Low,1–2,12.94,1.465
109183,STEM,Freshman,3.518,1.4,Debugging/Troubleshooting,Advanced,3,Yes,11.35,3,Allowed_With_Citation,1,3.395,91.21,Low,-0.123,0–2,3–4 Moderate,1–2,12.75,0.123
109184,Business,Senior,2.159,3.57,Summarizing_Reading,Beginner,3,No,10.17,2,Actively_Encouraged,2,1.994,72.63,Medium,-0.165,>2–5,1–2 Low,1–2,13.74,0.351
109185,Business,Sophomore,2.777,3.06,Ideation,Beginner,1,Yes,3.05,2,Strict_Ban,3,2.948,66.68,Medium,0.171,>2–5,1–2 Low,3–4,6.11,1.003
109186,Business,Senior,3.245,8.55,Direct_Answer_Generation,Advanced,5,No,7.31,3,Allowed_With_Citation,1,3.351,90.28,High,0.106,>5–10,3–4 Moderate,1–2,15.86,1.17
109187,Business,Junior,3.468,23.64,Summarizing_Reading,Beginner,2,No,4.66,5,Allowed_With_Citation,7,3.964,70.2,Medium,0.496,>20,5–6 Elevated,7–8,28.3,5.073
109188,STEM,Junior,3.421,5.31,Summarizing_Reading,Advanced,4,No,9.74,6,Strict_Ban,7,3.689,85.87,Medium,0.268,>5–10,5–6 Elevated,7–8,15.05,0.545
109189,Medical,Graduate,3.351,4.08,Debugging/Troubleshooting,Beginner,1,No,17.72,2,Allowed_With_Citation,4,3.719,68.73,Medium,0.368,>2–5,1–2 Low,3–4,21.8,0.23
109190,Arts,Junior,3.446,20.1,Ideation,Advanced,5,Yes,9.35,4,Strict_Ban,6,3.773,74.32,High,0.327,>20,3–4 Moderate,5–6,29.45,2.15
109191,Medical,Sophomore,3.53,10.76,Ideation,Beginner,2,No,16.82,2,Strict_Ban,8,3.743,81.18,High,0.213,>10–20,1–2 Low,7–8,27.58,0.64
109192,STEM,Freshman,3.818,9.06,Copywriting/Drafting,Beginner,2,No,15.19,6,Actively_Encouraged,7,4.0,69.77,Low,0.182,>5–10,5–6 Elevated,7–8,24.25,0.596
109193,Medical,Graduate,3.838,7.86,Summarizing_Reading,Intermediate,1,No,13.8,4,Allowed_With_Citation,3,4.0,77.05,Medium,0.162,>5–10,3–4 Moderate,3–4,21.66,0.57
109194,Arts,Freshman,2.504,5.42,Copywriting/Drafting,Advanced,5,Yes,6.22,3,Actively_Encouraged,3,2.71,74.24,Low,0.206,>5–10,3–4 Moderate,3–4,11.64,0.871
109195,Arts,Senior,2.5,10.6,Ideation,Beginner,2,No,12.88,4,Actively_Encouraged,2,2.609,62.54,Medium,0.109,>10–20,3–4 Moderate,1–2,23.48,0.823
109196,STEM,Junior,3.825,1.65,Debugging/Troubleshooting,Advanced,3,No,11.05,3,Strict_Ban,6,4.0,95.55,Medium,0.175,0–2,3–4 Moderate,5–6,12.7,0.149
109197,Business,Freshman,3.374,4.67,Ideation,Beginner,3,No,1.81,2,Allowed_With_Citation,5,3.192,78.67,Medium,-0.182,>2–5,1–2 Low,5–6,6.48,2.58
109198,Medical,Senior,3.101,17.71,Copywriting/Drafting,Intermediate,4,Yes,10.9,6,Allowed_With_Citation,1,3.427,76.81,Medium,0.326,>10–20,5–6 Elevated,1–2,28.61,1.625
109199,Business,Graduate,3.725,0.33,Ideation,Beginner,3,No,15.74,3,Actively_Encouraged,3,3.808,88.35,High,0.083,0–2,3–4 Moderate,3–4,16.07,0.021
109200,Business,Freshman,2.982,0.48,Debugging/Troubleshooting,Beginner,2,Yes,5.5,5,Allowed_With_Citation,3,2.917,63.84,Low,-0.065,0–2,5–6 Elevated,3–4,5.98,0.087
109201,Medical,Freshman,2.266,17.77,Summarizing_Reading,Advanced,3,Yes,11.98,5,Actively_Encouraged,1,2.661,81.2,Low,0.395,>10–20,5–6 Elevated,1–2,29.75,1.483
109202,Humanities,Senior,3.534,2.64,Ideation,Beginner,2,No,13.57,4,Actively_Encouraged,4,3.909,100.0,Medium,0.375,>2–5,3–4 Moderate,3–4,16.21,0.195
109203,Business,Junior,3.477,1.11,Direct_Answer_Generation,Intermediate,3,No,15.38,2,Strict_Ban,2,3.663,89.58,Low,0.186,0–2,1–2 Low,1–2,16.49,0.072
109204,Humanities,Senior,3.62,13.63,Copywriting/Drafting,Intermediate,4,Yes,15.31,5,Actively_Encouraged,2,3.96,82.91,Medium,0.34,>10–20,5–6 Elevated,1–2,28.94,0.89
109205,Medical,Junior,3.467,20.16,Direct_Answer_Generation,Intermediate,2,Yes,17.47,4,Actively_Encouraged,2,3.68,56.82,High,0.213,>20,3–4 Moderate,1–2,37.63,1.154
109206,STEM,Sophomore,2.168,0.33,Debugging/Troubleshooting,Advanced,4,Yes,16.73,3,Allowed_With_Citation,4,2.668,100.0,Low,0.5,0–2,3–4 Moderate,3–4,17.06,0.02
109207,Business,Sophomore,2.668,1.0,Direct_Answer_Generation,Advanced,4,Yes,14.65,2,Allowed_With_Citation,3,3.046,69.09,Medium,0.378,0–2,1–2 Low,3–4,15.65,0.068
109208,Business,Junior,3.428,14.18,Ideation,Beginner,2,Yes,12.13,3,Allowed_With_Citation,7,3.926,67.07,Medium,0.498,>10–20,3–4 Moderate,7–8,26.31,1.169
109209,Arts,Freshman,3.483,1.02,Copywriting/Drafting,Beginner,2,Yes,17.18,3,Actively_Encouraged,6,3.738,87.97,Low,0.255,0–2,3–4 Moderate,5–6,18.2,0.059
109210,Business,Senior,2.383,17.48,Ideation,Beginner,2,Yes,7.76,5,Allowed_With_Citation,2,2.579,88.53,High,0.196,>10–20,5–6 Elevated,1–2,25.24,2.253
109211,Medical,Junior,3.634,1.55,Summarizing_Reading,Intermediate,2,No,9.56,3,Allowed_With_Citation,1,3.692,68.21,Low,0.058,0–2,3–4 Moderate,1–2,11.11,0.162
109212,Medical,Senior,3.149,13.18,Summarizing_Reading,Beginner,2,Yes,14.08,3,Allowed_With_Citation,3,3.355,67.07,Medium,0.206,>10–20,3–4 Moderate,3–4,27.26,0.936
109213,STEM,Graduate,2.373,5.18,Copywriting/Drafting,Intermediate,3,No,14.21,1,Actively_Encouraged,2,2.843,67.89,Medium,0.47,>5–10,1–2 Low,1–2,19.39,0.365
109214,Humanities,Graduate,3.399,23.16,Copywriting/Drafting,Intermediate,1,No,13.96,7,Allowed_With_Citation,7,3.91,62.19,High,0.511,>20,7–8 High,7–8,37.12,1.659
109215,STEM,Junior,2.172,4.89,Summarizing_Reading,Beginner,2,No,13.82,4,Actively_Encouraged,3,2.442,74.05,Medium,0.27,>2–5,3–4 Moderate,3–4,18.71,0.354
109216,Humanities,Sophomore,3.106,0.85,Debugging/Troubleshooting,Beginner,2,No,1.96,3,Allowed_With_Citation,5,3.067,59.86,Low,-0.039,0–2,3–4 Moderate,5–6,2.81,0.434
109217,Business,Sophomore,2.777,35.57,Summarizing_Reading,Beginner,2,Yes,8.24,9,Strict_Ban,8,2.897,62.92,High,0.12,>20,9–10 Very High,7–8,43.81,4.317
109218,Medical,Senior,2.181,7.52,Ideation,Intermediate,2,Yes,2.18,1,Allowed_With_Citation,3,2.153,67.51,Medium,-0.028,>5–10,1–2 Low,3–4,9.7,3.45
109219,Arts,Senior,3.566,0.15,Copywriting/Drafting,Beginner,1,Yes,12.41,3,Strict_Ban,9,4.0,65.89,Low,0.434,0–2,3–4 Moderate,9–10,12.56,0.012
109220,STEM,Freshman,2.983,10.71,Summarizing_Reading,Intermediate,5,No,12.54,1,Allowed_With_Citation,2,2.976,79.69,Low,-0.007,>10–20,1–2 Low,1–2,23.25,0.854
109221,STEM,Graduate,2.978,13.22,Debugging/Troubleshooting,Advanced,3,Yes,15.79,3,Strict_Ban,9,3.576,93.51,High,0.598,>10–20,3–4 Moderate,9–10,29.01,0.837
109222,Business,Freshman,3.803,0.86,Direct_Answer_Generation,Advanced,5,Yes,15.68,1,Actively_Encouraged,1,4.0,81.42,Low,0.197,0–2,1–2 Low,1–2,16.54,0.055
109223,Business,Junior,3.1,0.23,Direct_Answer_Generation,Intermediate,2,No,16.76,1,Allowed_With_Citation,2,3.295,89.39,Low,0.195,0–2,1–2 Low,1–2,16.99,0.014
109224,STEM,Junior,3.621,4.09,Copywriting/Drafting,Advanced,4,No,6.32,3,Allowed_With_Citation,5,3.797,67.62,High,0.176,>2–5,3–4 Moderate,5–6,10.41,0.647
109225,Medical,Junior,2.265,2.25,Debugging/Troubleshooting,Intermediate,3,No,20.0,2,Strict_Ban,4,2.775,77.76,Medium,0.51,>2–5,1–2 Low,3–4,22.25,0.112
109226,Medical,Junior,2.484,6.79,Summarizing_Reading,Advanced,3,No,7.05,1,Allowed_With_Citation,5,2.625,74.95,Medium,0.141,>5–10,1–2 Low,5–6,13.84,0.963
109227,Humanities,Freshman,1.747,9.02,Debugging/Troubleshooting,Beginner,1,Yes,14.11,2,Strict_Ban,5,1.898,73.06,Low,0.151,>5–10,1–2 Low,5–6,23.13,0.639
109228,Medical,Graduate,3.722,10.7,Ideation,Advanced,5,No,1.0,4,Allowed_With_Citation,4,3.861,93.62,Medium,0.139,>10–20,3–4 Moderate,3–4,11.7,10.7
109229,Humanities,Graduate,3.43,34.0,Copywriting/Drafting,Advanced,5,No,13.25,6,Actively_Encouraged,6,3.925,52.37,High,0.495,>20,5–6 Elevated,5–6,47.25,2.566
109230,Business,Junior,3.328,8.79,Debugging/Troubleshooting,Beginner,1,Yes,11.1,2,Allowed_With_Citation,1,3.765,64.5,Medium,0.437,>5–10,1–2 Low,1–2,19.89,0.792
109231,Humanities,Freshman,2.953,4.55,Copywriting/Drafting,Intermediate,4,No,14.44,5,Allowed_With_Citation,2,3.191,70.91,Medium,0.238,>2–5,5–6 Elevated,1–2,18.99,0.315
109232,STEM,Freshman,3.059,11.92,Ideation,Beginner,2,Yes,8.39,3,Allowed_With_Citation,4,2.93,68.75,Medium,-0.129,>10–20,3–4 Moderate,3–4,20.31,1.421
109233,Medical,Freshman,2.883,1.87,Summarizing_Reading,Intermediate,3,Yes,12.09,2,Allowed_With_Citation,3,2.969,62.93,Low,0.086,0–2,1–2 Low,3–4,13.96,0.155
109234,Humanities,Junior,3.377,2.33,Summarizing_Reading,Beginner,3,Yes,12.66,3,Strict_Ban,4,3.599,67.78,Medium,0.222,>2–5,3–4 Moderate,3–4,14.99,0.184
109235,Business,Junior,3.105,0.06,Ideation,Beginner,1,No,17.29,1,Strict_Ban,2,3.133,62.54,Low,0.028,0–2,1–2 Low,1–2,17.35,0.003
109236,Humanities,Sophomore,3.758,0.79,Debugging/Troubleshooting,Advanced,5,Yes,5.98,2,Strict_Ban,1,4.0,100.0,Medium,0.242,0–2,1–2 Low,1–2,6.77,0.132
109237,STEM,Junior,3.078,17.12,Debugging/Troubleshooting,Intermediate,1,No,3.45,4,Strict_Ban,9,2.934,92.6,High,-0.144,>10–20,3–4 Moderate,9–10,20.57,4.962
109238,STEM,Graduate,3.349,4.16,Direct_Answer_Generation,Advanced,5,No,16.35,5,Allowed_With_Citation,4,3.889,66.12,Medium,0.54,>2–5,5–6 Elevated,3–4,20.51,0.254
109239,Humanities,Freshman,2.985,16.19,Copywriting/Drafting,Intermediate,4,No,19.15,3,Actively_Encouraged,2,3.353,97.59,High,0.368,>10–20,3–4 Moderate,1–2,35.34,0.845
109240,Business,Junior,3.499,16.87,Debugging/Troubleshooting,Advanced,3,No,6.58,5,Allowed_With_Citation,8,4.0,61.31,Medium,0.501,>10–20,5–6 Elevated,7–8,23.45,2.564
109241,Humanities,Senior,3.203,3.97,Copywriting/Drafting,Intermediate,3,No,2.2,3,Actively_Encouraged,2,3.189,71.46,Medium,-0.014,>2–5,3–4 Moderate,1–2,6.17,1.805
109242,Business,Graduate,3.001,39.16,Summarizing_Reading,Beginner,3,Yes,1.0,6,Allowed_With_Citation,4,3.144,87.84,High,0.143,>20,5–6 Elevated,3–4,40.16,39.16
109243,Business,Senior,3.576,2.95,Debugging/Troubleshooting,Intermediate,3,Yes,5.85,4,Strict_Ban,1,3.537,85.97,Low,-0.039,>2–5,3–4 Moderate,1–2,8.8,0.504
109244,Business,Junior,3.694,5.55,Ideation,Beginner,1,No,13.05,2,Allowed_With_Citation,2,3.548,76.36,Medium,-0.146,>5–10,1–2 Low,1–2,18.6,0.425
109245,Humanities,Senior,2.798,8.55,Ideation,Advanced,3,No,11.93,5,Actively_Encouraged,7,3.218,79.87,Medium,0.42,>5–10,5–6 Elevated,7–8,20.48,0.717
109246,Medical,Graduate,3.033,2.02,Direct_Answer_Generation,Intermediate,1,Yes,10.57,2,Actively_Encouraged,6,3.405,80.59,Low,0.372,>2–5,1–2 Low,5–6,12.59,0.191
109247,Humanities,Graduate,3.678,3.31,Copywriting/Drafting,Intermediate,2,No,9.47,4,Allowed_With_Citation,3,3.81,64.65,High,0.132,>2–5,3–4 Moderate,3–4,12.78,0.35
109248,Humanities,Freshman,3.869,0.46,Copywriting/Drafting,Intermediate,4,No,18.4,1,Allowed_With_Citation,5,3.983,76.93,Low,0.114,0–2,1–2 Low,5–6,18.86,0.025
109249,STEM,Junior,3.271,3.01,Debugging/Troubleshooting,Beginner,3,No,10.41,5,Allowed_With_Citation,6,3.643,67.66,Medium,0.372,>2–5,5–6 Elevated,5–6,13.42,0.289
109250,Humanities,Senior,2.346,2.86,Ideation,Beginner,1,No,19.46,3,Actively_Encouraged,1,2.626,87.46,Low,0.28,>2–5,3–4 Moderate,1–2,22.32,0.147
109251,STEM,Senior,3.311,32.07,Debugging/Troubleshooting,Intermediate,3,No,7.88,6,Actively_Encouraged,5,3.114,65.66,High,-0.197,>20,5–6 Elevated,5–6,39.95,4.07
109252,Business,Sophomore,3.039,0.11,Ideation,Advanced,5,No,13.91,3,Actively_Encouraged,6,3.18,77.23,Low,0.141,0–2,3–4 Moderate,5–6,14.02,0.008
109253,STEM,Sophomore,3.307,6.35,Debugging/Troubleshooting,Intermediate,1,No,15.2,4,Allowed_With_Citation,5,3.642,90.45,Low,0.335,>5–10,3–4 Moderate,5–6,21.55,0.418
109254,Humanities,Junior,3.914,13.7,Summarizing_Reading,Beginner,2,Yes,9.22,2,Allowed_With_Citation,2,4.0,77.47,Low,0.086,>10–20,1–2 Low,1–2,22.92,1.486
109255,Arts,Sophomore,3.795,12.34,Ideation,Beginner,2,Yes,5.0,7,Allowed_With_Citation,7,3.895,74.2,High,0.1,>10–20,7–8 High,7–8,17.34,2.468
109256,Humanities,Sophomore,2.445,9.93,Copywriting/Drafting,Intermediate,2,Yes,8.03,4,Allowed_With_Citation,7,2.509,86.85,High,0.064,>5–10,3–4 Moderate,7–8,17.96,1.237
109257,STEM,Senior,3.369,24.74,Copywriting/Drafting,Intermediate,5,No,14.39,7,Allowed_With_Citation,1,4.0,79.68,Medium,0.631,>20,7–8 High,1–2,39.13,1.719
109258,STEM,Sophomore,3.509,17.1,Summarizing_Reading,Intermediate,2,No,10.69,6,Strict_Ban,9,3.687,70.83,Medium,0.178,>10–20,5–6 Elevated,9–10,27.79,1.6
109259,Arts,Senior,3.443,3.31,Copywriting/Drafting,Beginner,1,No,1.91,1,Allowed_With_Citation,4,3.435,72.52,Medium,-0.008,>2–5,1–2 Low,3–4,5.22,1.733
